grenoble,lille,paris,saclay,strasbourg,lille_20_m3-1,lille_20_m3-5,lille_20_m3-12,lille_20_m3-17,lille_20_m3-18,lille_20_m3-20,lille_20_m3-21,lille_20_m3-22,lille_20_m3-23,paris_m3-4,paris_m3-5,paris_m3-6,paris_m3-7,paris_m3-8,paris_m3-10,paris_m3-11,paris_m3-12,paris_m3-13,paris_m3-14,paris_m3-15,paris_m3-16,paris_m3-17,paris_m3-18,paris_m3-19,paris_m3-20,paris_m3-21,paris_m3-22,paris_m3-23,paris_m3-24,paris_m3-25,paris_m3-26,paris_m3-27,paris_m3-28,paris_m3-31,paris_m3-35,paris_m3-36,paris_m3-37,paris_m3-38,paris_m3-39,paris_m3-40,paris_m3-41,paris_m3-42,paris_m3-43,paris_m3-44,paris_m3-47,paris_m3-48,paris_m3-49,paris_m3-50,paris_m3-51,paris_m3-52,paris_m3-53,paris_m3-55,paris_m3-56,paris_m3-57,paris_m3-60,paris_m3-61,paris_m3-63,paris_m3-64,saclay_m3-1,saclay_m3-2,saclay_m3-3,saclay_m3-4,saclay_m3-5,saclay_m3-6,saclay_m3-7,saclay_m3-8,saclay_m3-9,saclay_m3-10,saclay_m3-11,saclay_m3-12,strasbourg_m3-2,strasbourg_m3-3,strasbourg_m3-6,strasbourg_m3-7,strasbourg_m3-12,strasbourg_m3-13,strasbourg_m3-14,strasbourg_m3-15,strasbourg_m3-18,strasbourg_m3-19,strasbourg_m3-23,strasbourg_m3-25,strasbourg_m3-28,strasbourg_m3-30,strasbourg_m3-31,strasbourg_m3-34,strasbourg_m3-35,strasbourg_m3-38,strasbourg_m3-40,strasbourg_m3-41,strasbourg_m3-42,strasbourg_m3-44,strasbourg_m3-45,strasbourg_m3-46,strasbourg_m3-47,strasbourg_m3-49,strasbourg_m3-51,strasbourg_m3-54,strasbourg_m3-55,strasbourg_m3-58,strasbourg_m3-59,strasbourg_m3-63
0.0,0.0,0.0,0.0,0.0,19.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,34.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,8.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.904,66.342,7.606,68.989,10.052,7.601,57.087,10.292,62.917,64.464,48.672,58.884,36.671,23.078,65.512,29.106,28.817,9.697,54.571,22.122,52.969,32.137,62.06,12.212,53.395,69.566,46.027,59.813,58.222,43.159,29.291,20.83,8.52,6.326,35.068,27.134,60.029,55.039,55.751,27.895,24.188,47.31,51.456,19.933,34.646,42.365,10.583,7.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.904,0.0,8.881,41.886,7.655,25.679,7.6,16.525,10.292,31.807,6.327,8.221,9.465,9.841,37.388,11.268,12.532,8.345,54.037,12.377,46.477,7.925,8.793,14.15,7.6,24.845,9.201,10.638,13.69,24.15,9.655,23.263,9.333,44.703,34.345,8.929,11.252,17.869,27.518,7.601,7.6,13.741,11.256,30.193,8.56,27.012,7.606,8.059,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.342,8.881,0.0,14.721,11.587,8.88,11.887,8.249,8.59,8.331,7.601,8.241,13.813,44.791,7.92,8.561,11.649,9.201,11.519,15.996,6.966,13.982,9.707,10.736,28.322,32.175,8.182,13.326,8.88,8.694,10.738,10.106,9.99,10.879,52.975,9.631,14.265,8.559,9.026,8.246,7.098,27.192,8.56,13.558,9.2,22.531,7.279,11.572,16.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.606,41.886,14.721,0.0,8.251,10.212,13.538,20.666,22.255,33.646,9.2,23.228,7.716,15.323,6.013,9.201,27.27,7.602,12.532,39.707,8.24,30.452,8.24,6.645,29.299,19.199,8.693,33.292,31.888,9.423,9.973,6.645,19.967,12.853,13.812,18.335,42.8,7.92,7.286,7.854,11.572,31.427,18.888,20.986,8.239,20.346,8.881,9.601,12.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.989,7.655,11.587,8.251,0.0,7.716,9.667,7.922,8.2,7.926,6.961,8.241,7.28,16.826,9.787,9.2,48.603,9.209,9.013,12.592,17.012,16.636,9.841,8.246,30.365,8.373,8.881,26.886,22.817,7.606,32.611,6.64,51.309,13.92,17.919,8.429,23.347,8.569,31.624,6.327,14.332,10.28,8.88,15.618,8.56,7.6,6.96,9.079,10.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.052,25.679,8.88,10.212,7.716,0.0,6.327,9.973,10.114,6.328,8.56,10.02,6.961,9.974,7.28,9.201,8.165,7.601,9.53,13.947,47.571,21.804,6.663,6.96,6.965,10.16,8.56,29.759,7.941,6.96,11.31,10.064,26.223,52.144,18.583,6.639,16.505,8.56,21.397,7.92,7.921,10.384,8.88,15.359,9.521,9.84,8.88,18.286,9.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.601,7.6,11.887,13.538,9.667,6.327,0.0,7.29,11.385,9.157,7.921,7.601,7.92,12.331,9.519,7.597,15.22,9.201,22.08,9.723,8.247,8.56,9.529,7.92,6.96,9.529,15.093,25.919,10.37,8.881,8.879,23.226,9.52,12.666,11.892,6.993,8.239,9.52,9.653,9.653,10.932,14.131,9.52,11.627,9.84,7.92,10.159,13.492,7.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.087,16.525,8.249,20.666,7.922,9.973,7.29,0.0,8.249,11.572,8.882,6.965,8.247,18.135,10.202,6.653,22.814,9.52,25.918,11.481,12.852,23.006,6.012,9.84,7.69,13.492,7.606,14.811,11.253,8.56,12.533,24.704,6.326,18.106,8.272,15.115,8.559,8.56,16.825,10.054,25.09,8.24,7.279,9.519,8.56,9.2,9.209,10.116,9.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.292,10.292,8.59,22.255,8.2,10.114,11.385,8.249,0.0,20.799,9.209,8.561,10.16,40.006,14.441,7.281,7.922,8.561,17.785,12.549,6.64,10.927,7.92,8.56,8.88,8.246,7.599,9.764,10.482,9.84,14.133,22.28,7.285,8.249,15.093,8.955,8.879,8.24,10.005,8.88,9.523,6.96,7.919,14.586,9.84,8.246,6.645,21.626,20.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.917,31.807,8.331,33.646,7.926,6.328,9.157,11.572,20.799,0.0,9.209,7.601,8.881,17.394,15.867,9.795,8.568,8.881,12.86,13.771,7.601,13.812,8.889,7.599,7.92,13.493,9.888,8.56,38.244,9.201,9.5,9.067,7.6,7.599,17.785,42.427,11.026,9.2,33.536,9.472,8.072,9.201,8.246,9.611,9.527,10.161,6.961,7.294,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.464,6.327,7.601,9.2,6.961,8.56,7.921,8.882,9.209,9.209,0.0,8.24,7.606,7.599,8.239,6.959,8.879,9.519,17.901,10.151,8.879,44.478,8.559,8.56,7.286,13.494,8.912,9.209,22.559,7.6,24.372,11.095,8.559,8.559,10.402,20.479,10.159,7.28,8.372,9.2,7.736,7.428,9.52,19.198,8.56,9.208,6.96,6.325,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.672,8.221,8.241,23.228,8.241,10.02,7.601,6.965,8.561,7.601,8.24,0.0,6.327,8.56,9.849,8.241,8.889,7.921,13.101,9.819,10.159,12.536,9.199,6.645,7.605,12.853,10.992,9.84,10.16,7.919,7.107,10.529,9.2,29.683,7.484,13.896,7.6,8.245,14.227,7.279,8.56,8.245,8.239,11.524,8.879,8.88,9.2,6.645,9.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.884,9.465,13.813,7.716,7.28,6.961,7.92,8.247,10.16,8.881,7.606,6.327,0.0,10.613,8.24,9.84,7.605,8.246,8.56,11.252,9.519,12.8,8.246,8.241,16.651,7.6,8.804,8.559,26.878,8.239,10.32,24.708,9.84,30.078,12.708,6.959,7.601,9.519,8.739,7.661,10.159,10.241,8.879,18.673,8.559,9.2,7.28,7.28,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.671,9.841,44.791,15.323,16.826,9.974,12.331,18.135,40.006,17.394,7.599,8.56,10.613,0.0,6.959,6.96,9.2,7.287,12.408,7.715,8.56,25.464,9.2,8.246,8.56,9.637,8.246,6.966,9.201,6.96,8.272,12.218,8.88,7.28,68.471,19.065,8.879,8.24,13.759,17.116,7.6,9.47,6.646,14.115,9.199,9.839,7.6,8.24,9.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
