wrapped_network$start:INTEGER,wrapped_network$end:INTEGER,wrapped_network$node_id:INTEGER,wrapped_network$tBytes:INTEGER
1689857984000,1689857985000,8,4725827820020826112,1689857986056
1689857984000,1689857985000,9,4725840471350312960,1689857986056
1689857984000,1689857985000,10,4726327038397382656,1689857986056
1689857984000,1689857985000,11,4726403638837116928,1689857986056
1689857984000,1689857985000,3,4755573178638532608,1689857986108
1689857984000,1689857985000,4,4751168511350407168,1689857986108
1689857984000,1689857985000,5,4726326349647926613,1689857986108
1689857984000,1689857985000,6,4726261865926098944,1689857986108
1689857985000,1689857986000,3,4755573179745304576,1689857986660
1689857985000,1689857986000,4,4751168514064121856,1689857986660
1689857985000,1689857986000,5,4726326400594739200,1689857986660
1689857985000,1689857986000,6,4726261918975655936,1689857986660
1689857985000,1689857986000,8,4725827923122410837,1689857986672
1689857985000,1689857986000,9,4725840576856631979,1689857986672
